Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1806,Data Analytics Course,186,5073,233.58,15,4,2.15,1965.0,11-Apr-24,Hyderabad,Tablet,Online Data Analytics
A2584,Data Analytics Course,139,3944,215.09062325209752,29,3,2.16,1863.0,11-Apr-24,Hyderabad,Tablet,Analyticss For Data
A2714,Data Analytics Course,187,3972,226.62,24,7,3.74,1011.0,11-Apr-24,Hyderabad,Desktop,Data Anaytics Training
A1323,Data Analytics Course,193,5786,201.51,16,10,5.18,1617.0,11-May-24,Hyderabad,Tablet,Data Anaytics Training
A1985,Data Analytics Course,151,5301,232.06,13,9,5.96,1893.0,11-May-24,Hyderabad,Mobile,Data Analyticss Online
A2608,Data Analytics Course,171,3567,233.32,27,4,2.34,1271.0,11-May-24,Hyderabad,Desktop,Analyticss For Data
A1339,Data Analytics Course,135,5891,245.69,21,6,4.44,1947.0,11-May-24,Hyderabad,Mobile,Learn Data Analyticss
A3174,Data Analytics Course,182,3303,238.4,17,4,2.2,1695.0,11-May-24,Hyderabad,Desktop,Data Analyticss Online
A2982,Data Analytics Course,153,4524,224.15,20,4,2.61,1083.0,11-May-24,Hyderabad,Tablet,Learn Data Analyticss
A2858,Data Analytics Course,146,3766,215.09062325209752,23,6,4.11,1760.0,11-May-24,Hyderabad,Desktop,Analyticss For Data
A1948,Data Analytics Course,116,4224,245.99,10,5,4.31,1054.0,11-May-24,Hyderabad,Tablet,Data Analyticss Online
A1468,Data Analytics Course,181,4523,208.33,22,8,4.42,1932.0,11-May-24,Hyderabad,Tablet,Online Data Analytics
A3365,Data Analytics Course,146,5105,224.77,12,7,4.79,1440.0,11-May-24,Hyderabad,Mobile,Analyticss For Data
A3087,Data Analytics Course,127,3454,209.19,19,10,7.87,1937.0,11-May-24,Hyderabad,Desktop,Data Anaytics Training
A1491,Data Analytics Course,80,4969,210.7,25,3,3.75,1146.0,11-May-24,Hyderabad,Tablet,Analyticss For Data
A3435,Data Analytics Course,175,3938,186.09,22,9,5.14,1218.0,11-May-24,Hyderabad,Mobile,Analyticss For Data
A2052,Data Analytics Course,156,3273,245.27,30,8,5.13,1498.65,11-May-24,Hyderabad,Tablet,Learn Data Analyticss
A3389,Data Analytics Course,115,3999,216.67,16,6,5.22,1777.0,11-May-24,Hyderabad,Mobile,Data Analyticss Course
A1267,Data Analytics Course,120,4060,210.95,24,9,7.5,1376.0,11-May-24,Hyderabad,Tablet,Data Analyticss Online
A1906,Data Analytics Course,170,3144,215.09062325209752,21,3,1.76,1695.0,11-May-24,Hyderabad,Desktop,Data Analyticss Online
A3165,Data Analytics Course,105,5883,180.07,20,4,3.81,1586.0,11-May-24,Hyderabad,Mobile,Data Analyticss Course
A1364,Data Analytics Course,157,5762,248.1,26,4,2.55,1999.0,11-May-24,Hyderabad,Tablet,Data Analyticss Online
A1916,Data Analytics Course,191,3457,237.6,20,10,5.24,1498.65,11-May-24,Hyderabad,Desktop,Data Analyticss Course
A2644,Data Analytics Course,157,4111,208.46,27,8,5.1,1187.0,11-May-24,Hyderabad,Tablet,Data Anaytics Training
A1263,Data Analytics Course,143,5340,215.09062325209752,20,9,6.29,1223.0,11-May-24,Hyderabad,Tablet,Online Data Analytics
A2598,Data Analytics Course,147,4507,190.42,27,8,5.44,1073.0,11-May-24,Hyderabad,Desktop,Learn Data Analyticss
A1129,Data Analytics Course,84,3755,218.88,14,9,10.71,1299.0,11-May-24,Hyderabad,Tablet,Analyticss For Data
A3318,Data Analytics Course,155,5105,239.11,20,5,3.23,1009.0,11-May-24,Hyderabad,Mobile,Analyticss For Data
A1862,Data Analytics Course,97,5192,184.79,13,10,10.31,1382.0,11-May-24,Hyderabad,Mobile,Learn Data Analyticss
A3586,Data Analytics Course,186,3314,237.84,11,5,2.69,1864.0,11-May-24,Hyderabad,Tablet,Data Analyticss Online
A2229,Data Analytics Course,87,3031,234.25,17,7,8.05,1167.0,11-May-24,Hyderabad,Desktop,Data Analyticss Online
A2224,Data Analytics Course,197,5733,185.09,14,5,2.54,1295.0,11-May-24,Hyderabad,Tablet,Data Anaytics Training
A3183,Data Analytics Course,128,4445,200.52,14,4,3.12,1861.0,11-May-24,Hyderabad,Tablet,Learn Data Analyticss
A1713,Data Analytics Course,123,4208,212.92,29,6,4.88,1184.0,11-May-24,Hyderabad,Desktop,Learn Data Analyticss
A2767,Data Analytics Course,121,5155,187.0,23,6,4.96,1510.0,11-May-24,Hyderabad,Tablet,Data Analyticss Course
A3516,Data Analytics Course,167,5503,232.28,19,9,5.39,1644.0,11-May-24,Hyderabad,Mobile,Data Anaytics Training
A1595,Data Analytics Course,163,5371,215.89,29,7,4.29,1906.0,11-May-24,Hyderabad,Tablet,Data Analyticss Course
A1055,Data Analytics Course,125,4223,183.68,15,6,4.8,1267.0,11-May-24,Hyderabad,Desktop,Data Analyticss Online
A2151,Data Analytics Course,142,3147,190.93,13,5,3.52,1740.0,11-May-24,Hyderabad,Mobile,Learn Data Analyticss
A1160,Data Analytics Course,160,4523,245.87,11,6,3.75,1498.65,11-May-24,Hyderabad,Desktop,Analyticss For Data
A2466,Data Analytics Course,139,5879,197.9,24,4,2.88,1476.0,11-May-24,Hyderabad,Mobile,Data Analyticss Course
A2797,Data Analytics Course,189,3029,215.09062325209752,21,3,1.59,1016.0,11-May-24,Hyderabad,Desktop,Data Anaytics Training
A1703,Data Analytics Course,94,4544,235.77,23,8,8.51,1342.0,11-May-24,Hyderabad,Tablet,Online Data Analytics
A1065,Data Analytics Course,99,4489,183.73,15,6,6.06,1264.0,11-May-24,Hyderabad,Desktop,Online Data Analytics
A1801,Data Analytics Course,95,5721,208.53,16,6,6.32,1863.0,11-May-24,Hyderabad,Mobile,Data Analyticss Course
A3189,Data Analytics Course,153,4261,230.25,27,7,4.58,1027.0,11-May-24,Hyderabad,Desktop,Analyticss For Data
A1847,Data Analytics Course,147,4720,227.6,23,8,5.44,1907.0,11-May-24,Hyderabad,Tablet,Online Data Analytics
A3295,Data Analytics Course,124,5931,214.41,21,3,2.42,1906.0,11-May-24,Hyderabad,Tablet,Online Data Analytics
A2550,Data Analytics Course,166,3992,205.9,15,8,4.82,1899.0,11-May-24,Hyderabad,Desktop,Analyticss For Data
A2931,Data Analytics Course,160,3781,241.99,23,3,1.88,1772.0,11-May-24,Hyderabad,Tablet,Data Analyticss Online
A1077,Data Analytics Course,99,4779,233.78,26,10,10.1,1086.0,11-May-24,Hyderabad,Desktop,Online Data Analytics
A1079,Data Analytics Course,118,5405,187.28,25,7,5.93,1836.0,11-May-24,Hyderabad,Tablet,Analyticss For Data
A2800,Data Analytics Course,127,3249,244.01,25,5,3.94,1248.0,11-May-24,Hyderabad,Mobile,Analyticss For Data
A1659,Data Analytics Course,87,4869,220.97,29,5,5.75,1480.0,11-May-24,Hyderabad,Desktop,Data Anaytics Training
A1672,Data Analytics Course,104,3031,188.47,13,6,5.77,1998.0,11-May-24,Hyderabad,Desktop,Data Anaytics Training
A1793,Data Analytics Course,167,3620,243.81,24,8,4.79,1001.0,11-May-24,Hyderabad,Desktop,Data Analyticss Course
A1019,Data Analytics Course,145,5278,215.09062325209752,25,6,4.14,1516.0,11-May-24,Hyderabad,Desktop,Data Analyticss Course
A2925,Data Analytics Course,139,4010,238.31,12,3,2.16,1895.0,11-May-24,Hyderabad,Tablet,Analyticss For Data
A3589,Data Analytics Course,191,4753,200.39,24,9,4.71,1702.0,11-May-24,Hyderabad,Mobile,Analyticss For Data
A1204,Data Analytics Course,138,4426,203.75,24,10,7.25,1838.0,11-May-24,Hyderabad,Mobile,Data Analyticss Course
A3594,Data Analytics Course,99,4446,233.53,11,6,6.06,1189.0,11-May-24,Hyderabad,Tablet,Data Anaytics Training
A2256,Data Analytics Course,151,4901,224.29,27,7,4.64,1425.0,11-May-24,Hyderabad,Mobile,Data Anaytics Training
A3071,Data Analytics Course,188,5046,202.52,18,10,5.32,1625.0,11-May-24,Hyderabad,Tablet,Online Data Analytics
A3017,Data Analytics Course,136,3777,186.5,11,4,2.94,1027.0,11-May-24,Hyderabad,Mobile,Learn Data Analyticss
A2697,Data Analytics Course,142,3246,249.27,11,8,5.63,1667.0,11-May-24,Hyderabad,Mobile,Data Analyticss Online
A1760,Data Analytics Course,151,5201,198.56,15,10,6.62,1716.0,11-May-24,Hyderabad,Tablet,Data Anaytics Training
A3322,Data Analytics Course,87,4379,209.25,29,10,11.49,1348.0,11-May-24,Hyderabad,Desktop,Learn Data Analyticss
A3500,Data Analytics Course,185,4803,248.77,30,5,2.7,1806.0,11-May-24,Hyderabad,Mobile,Learn Data Analyticss
A2407,Data Analytics Course,159,3401,222.71,18,3,1.89,1849.0,11-May-24,Hyderabad,Desktop,Data Analyticss Online
A1070,Data Analytics Course,122,4989,215.48,12,5,4.1,1975.0,11-Jun-24,Hyderabad,Mobile,Data Analyticss Online
A1397,Data Analytics Course,179,3975,183.25,14,3,1.68,1498.65,11-Jun-24,Hyderabad,Tablet,Data Analyticss Course
A2687,Data Analytics Course,193,4497,248.41,24,9,4.66,1025.0,11-Jun-24,Hyderabad,Desktop,Learn Data Analyticss
A1215,Data Analytics Course,126,4206,233.76,29,10,7.94,1998.0,11-Jun-24,Hyderabad,Tablet,Online Data Analytics
A1694,Data Analytics Course,181,3691,229.14,25,10,5.52,1375.0,11-Jun-24,Hyderabad,Mobile,Analyticss For Data
A3123,Data Analytics Course,86,4078,208.92,26,3,3.49,1698.0,11-Jun-24,Hyderabad,Mobile,Data Analyticss Course
A1877,Data Analytics Course,179,4992,221.48,27,10,5.59,1062.0,11-Jun-24,Hyderabad,Tablet,Learn Data Analyticss
A1322,Data Analytics Course,188,4022,238.61,20,8,4.26,1498.65,11-Jun-24,Hyderabad,Mobile,Data Analyticss Online
A2175,Data Analytics Course,125,4528,186.6,10,9,7.2,1167.0,11-Jun-24,Hyderabad,Desktop,Data Anaytics Training
A1640,Data Analytics Course,139,5922,239.1,12,3,2.16,1733.0,11-Jun-24,Hyderabad,Desktop,Data Analyticss Course
A3397,Data Analytics Course,149,3814,213.11,13,7,4.7,1057.0,11-Jun-24,Hyderabad,Mobile,Analyticss For Data
A2831,Data Analytics Course,146,4308,181.7,27,9,6.16,1391.0,11-Jun-24,Hyderabad,Tablet,Analyticss For Data
A1229,Data Analytics Course,165,4551,185.35,30,7,4.24,1662.0,11-Jun-24,Hyderabad,Desktop,Data Analyticss Online
A2112,Data Analytics Course,177,4230,213.46,15,4,2.26,1389.0,11-Jun-24,Hyderabad,Desktop,Analyticss For Data
A3333,Data Analytics Course,102,3113,202.77,22,7,6.86,1997.0,11-Jun-24,Hyderabad,Desktop,Online Data Analytics
A2751,Data Analytics Course,165,3430,248.59,26,8,4.85,1056.0,11-Jun-24,Hyderabad,Desktop,Analyticss For Data
A2427,Data Analytics Course,82,3052,211.11,12,3,3.66,1917.0,11-Jun-24,Hyderabad,Desktop,Learn Data Analyticss
A3210,Data Analytics Course,193,5129,243.78,13,10,5.18,1583.0,11-Jun-24,Hyderabad,Tablet,Data Analyticss Course
A3142,Data Analytics Course,87,3161,244.49,24,8,9.2,1161.0,11-Jun-24,Hyderabad,Tablet,Data Analyticss Online
A1099,Data Analytics Course,154,3596,236.14,30,9,5.84,1036.0,11-Jun-24,Hyderabad,Tablet,Online Data Analytics
A1761,Data Analytics Course,148,5510,210.42,27,4,2.7,1352.0,11-Jun-24,Hyderabad,Mobile,Learn Data Analyticss
A3111,Data Analytics Course,189,3226,236.68,14,6,3.17,1364.0,11-Jun-24,Hyderabad,Tablet,Analyticss For Data
A1179,Data Analytics Course,137,3555,213.5,29,3,2.19,1498.65,11-Jun-24,Hyderabad,Desktop,Data Analyticss Course
A2835,Data Analytics Course,154,5533,207.61,14,8,5.19,1165.0,11-Jun-24,Hyderabad,Desktop,Analyticss For Data
A1909,Data Analytics Course,172,4696,242.17,26,3,1.74,1719.0,11-Jun-24,Hyderabad,Desktop,Data Analyticss Course
A2674,Data Analytics Course,194,5273,201.59,15,10,5.15,1018.0,11-Jun-24,Hyderabad,Mobile,Data Analyticss Online
A1283,Data Analytics Course,137,4395,241.58,24,4,2.92,1512.0,11-Jun-24,Hyderabad,Desktop,Online Data Analytics
A2094,Data Analytics Course,117,5379,240.68,18,3,2.56,1361.0,11-Jun-24,Hyderabad,Tablet,Analyticss For Data
A3511,Data Analytics Course,83,3926,186.63,21,5,6.02,1407.0,11-Jun-24,Hyderabad,Tablet,Data Analyticss Online
A1286,Data Analytics Course,149,3101,231.44,15,9,6.04,1126.0,11-Jun-24,Hyderabad,Tablet,Data Anaytics Training
A1183,Data Analytics Course,105,3234,238.8,27,10,9.52,1248.0,11-Jun-24,Hyderabad,Desktop,Online Data Analytics
A2187,Data Analytics Course,155,5121,248.16,22,8,5.16,1027.0,11-Jun-24,Hyderabad,Tablet,Online Data Analytics
A1509,Data Analytics Course,168,4375,215.09062325209752,19,8,4.76,1267.0,11-Jun-24,Hyderabad,Mobile,Online Data Analytics
A1572,Data Analytics Course,136,5454,247.7,13,6,4.41,1687.0,11-Jun-24,Hyderabad,Mobile,Data Analyticss Online
A3031,Data Analytics Course,89,3148,219.25,13,4,4.49,1533.0,11-Jun-24,Hyderabad,Desktop,Data Analyticss Online
A3356,Data Analytics Course,119,4322,183.0,24,5,4.2,1108.0,11-Jun-24,Hyderabad,Mobile,Data Analyticss Online
A3461,Data Analytics Course,187,3289,186.04,23,5,2.67,1645.0,11-Jun-24,Hyderabad,Desktop,Data Analyticss Course
A2561,Data Analytics Course,136,3657,236.19,12,5,3.68,1425.0,11-Jun-24,Hyderabad,Mobile,Online Data Analytics
A1928,Data Analytics Course,126,3613,208.74,18,7,5.56,1106.0,11-Jun-24,Hyderabad,Desktop,Learn Data Analyticss
A2123,Data Analytics Course,116,3380,196.75,23,9,7.76,1434.0,11-Jun-24,Hyderabad,Mobile,Analyticss For Data
A3575,Data Analytics Course,155,4312,231.52,30,3,1.94,1003.0,11-Jun-24,Hyderabad,Mobile,Data Analyticss Course
A2615,Data Analytics Course,169,3142,236.79,18,7,4.14,1498.65,11-Jun-24,Hyderabad,Mobile,Data Analyticss Online
A1088,Data Analytics Course,195,5935,209.68,23,9,4.62,1966.0,11-Jul-24,Hyderabad,Tablet,Online Data Analytics
A2024,Data Analytics Course,96,3958,238.06,17,4,4.17,1750.0,11-Jul-24,Hyderabad,Mobile,Online Data Analytics
A1018,Data Analytics Course,150,3113,217.41,20,5,3.33,1785.0,11-Jul-24,Hyderabad,Mobile,Analyticss For Data
A2601,Data Analytics Course,160,3711,214.41,10,6,3.75,1550.0,11-Jul-24,Hyderabad,Mobile,Analyticss For Data
A2362,Data Analytics Course,176,3657,209.44,19,3,1.7,1171.0,11-Jul-24,Hyderabad,Desktop,Online Data Analytics
A3209,Data Analytics Course,146,4474,190.94,18,10,6.85,1872.0,11-Jul-24,Hyderabad,Tablet,Data Analyticss Online
A1454,Data Analytics Course,189,5244,242.18,29,3,1.59,1080.0,11-Jul-24,Hyderabad,Mobile,Analyticss For Data
A2200,Data Analytics Course,97,5552,228.97,14,6,6.19,1304.0,11-Jul-24,Hyderabad,Desktop,Analyticss For Data
A1763,Data Analytics Course,115,5445,183.55,21,7,6.09,1721.0,11-Jul-24,Hyderabad,Tablet,Data Analyticss Course
A2854,Data Analytics Course,161,3253,181.02,15,10,6.21,1340.0,11-Jul-24,Hyderabad,Desktop,Data Anaytics Training
A3024,Data Analytics Course,88,4794,242.28,11,3,3.41,1210.0,11-Jul-24,Hyderabad,Mobile,Data Anaytics Training
A1966,Data Analytics Course,190,4476,198.18,12,4,2.11,1002.0,11-Jul-24,Hyderabad,Desktop,Data Analyticss Online
A2350,Data Analytics Course,185,4070,200.95,21,5,2.7,1503.0,11-Jul-24,Hyderabad,Mobile,Online Data Analytics
A1989,Data Analytics Course,164,3024,192.34,12,8,4.88,1997.0,11-Jul-24,Hyderabad,Desktop,Data Analyticss Course
A3241,Data Analytics Course,176,3753,201.76,11,4,2.27,1070.0,11-Jul-24,Hyderabad,Mobile,Data Anaytics Training
A1036,Data Analytics Course,146,5939,242.9,11,8,5.48,1833.0,11-Jul-24,Hyderabad,Desktop,Data Anaytics Training
A3255,Data Analytics Course,83,3187,215.09062325209752,25,10,12.05,1571.0,11-Jul-24,Hyderabad,Mobile,Learn Data Analyticss
A2006,Data Analytics Course,166,4665,223.95,23,9,5.42,1404.0,11-Jul-24,Hyderabad,Tablet,Data Analyticss Online
A1698,Data Analytics Course,111,4245,245.76,22,8,7.21,1498.65,11-Jul-24,Hyderabad,Desktop,Online Data Analytics
A1794,Data Analytics Course,132,4117,239.04,28,3,2.27,1761.0,11-Jul-24,Hyderabad,Mobile,Analyticss For Data
A2266,Data Analytics Course,98,4801,186.52,10,3,3.06,1121.0,11-Jul-24,Hyderabad,Desktop,Learn Data Analyticss
A1984,Data Analytics Course,92,4898,247.49,19,7,7.61,1969.0,11-Jul-24,Hyderabad,Desktop,Data Anaytics Training
A2832,Data Analytics Course,122,4676,202.56,25,8,6.56,1368.0,11-Jul-24,Hyderabad,Tablet,Data Analyticss Course
A2495,Data Analytics Course,124,5212,190.83,13,6,4.84,1399.0,11-Jul-24,Hyderabad,Desktop,Data Analyticss Course
A3113,Data Analytics Course,172,5041,189.31,22,10,5.81,1645.0,11-Jul-24,Hyderabad,Mobile,Data Anaytics Training
A2322,Data Analytics Course,96,3730,217.61,16,4,4.17,1283.0,11-Jul-24,Hyderabad,Desktop,Analyticss For Data
A2493,Data Analytics Course,186,4603,191.84,26,9,4.84,1918.0,11-Jul-24,Hyderabad,Desktop,Learn Data Analyticss
A2892,Data Analytics Course,92,4466,244.46,18,6,6.52,1912.0,11-Jul-24,Hyderabad,Desktop,Learn Data Analyticss
A2066,Data Analytics Course,83,4883,228.3,29,10,12.05,1456.0,11-Jul-24,Hyderabad,Mobile,Learn Data Analyticss
A3060,Data Analytics Course,182,5102,226.22,16,10,5.49,1600.0,11-Jul-24,Hyderabad,Mobile,Data Analyticss Course
A2385,Data Analytics Course,114,5565,210.04,16,4,3.51,1800.0,11-Jul-24,Hyderabad,Desktop,Data Anaytics Training
A1514,Data Analytics Course,83,3926,237.07,22,5,6.02,1667.0,11-Jul-24,Hyderabad,Mobile,Analyticss For Data
A2142,Data Analytics Course,90,5196,192.83,21,8,8.89,1783.0,11-Jul-24,Hyderabad,Desktop,Data Analyticss Course
A3470,Data Analytics Course,111,4069,203.57,25,4,3.6,1724.0,11-Jul-24,Hyderabad,Mobile,Data Anaytics Training
A1310,Data Analytics Course,192,5130,184.63,19,4,2.08,1087.0,11-Jul-24,Hyderabad,Desktop,Data Analyticss Course
A1863,Data Analytics Course,142,4223,222.28,27,5,3.52,1506.0,11-Jul-24,Hyderabad,Desktop,Learn Data Analyticss
A2673,Data Analytics Course,142,5265,183.15,19,9,6.34,1173.0,11-Jul-24,Hyderabad,Desktop,Online Data Analytics
A3321,Data Analytics Course,135,4740,235.55,24,4,2.96,1715.0,11-Jul-24,Hyderabad,Desktop,Analyticss For Data
A3180,Data Analytics Course,85,3088,234.24,24,4,4.71,1210.0,11-Jul-24,Hyderabad,Tablet,Analyticss For Data
A2309,Data Analytics Course,98,4515,219.39,12,7,7.14,1805.0,11-Jul-24,Hyderabad,Desktop,Learn Data Analyticss
A2554,Data Analytics Course,160,5664,210.58,16,9,5.62,1836.0,11-Jul-24,Hyderabad,Mobile,Data Anaytics Training
A1534,Data Analytics Course,89,5095,202.21,22,4,4.49,1065.0,11-Jul-24,Hyderabad,Tablet,Data Analyticss Course
A2392,Data Analytics Course,98,3687,206.7,12,10,10.2,1640.0,11-Jul-24,Hyderabad,Mobile,Online Data Analytics
A3086,Data Analytics Course,174,4469,215.98,14,8,4.6,1619.0,11-Jul-24,Hyderabad,Desktop,Online Data Analytics
A1246,Data Analytics Course,94,4359,215.09062325209752,28,5,5.32,1920.0,11-Jul-24,Hyderabad,Tablet,Learn Data Analyticss
A2967,Data Analytics Course,80,3432,226.03,20,9,11.25,1254.0,11-Jul-24,Hyderabad,Desktop,Learn Data Analyticss
A1201,Data Analytics Course,138,3971,184.87,28,3,2.17,1718.0,11-Jul-24,Hyderabad,Tablet,Learn Data Analyticss
A3362,Data Analytics Course,116,5001,186.67,17,5,4.31,1340.0,11-Jul-24,Hyderabad,Desktop,Analyticss For Data
A1207,Data Analytics Course,90,5119,226.58,14,10,11.11,1348.0,11-Jul-24,Hyderabad,Desktop,Analyticss For Data
A1327,Data Analytics Course,141,3600,227.54,20,6,4.26,1367.0,11-Jul-24,Hyderabad,Desktop,Learn Data Analyticss
A2732,Data Analytics Course,167,4856,232.1,18,7,4.19,1476.0,11-Jul-24,Hyderabad,Desktop,Analyticss For Data
A1642,Data Analytics Course,135,3449,200.06,17,5,3.7,1950.0,11-Jul-24,Hyderabad,Mobile,Data Analyticss Course
A2890,Data Analytics Course,139,3027,205.67,20,7,5.04,1593.0,11-Jul-24,Hyderabad,Tablet,Learn Data Analyticss
A1328,Data Analytics Course,175,5016,215.09062325209752,16,3,1.71,1836.0,11-Jul-24,Hyderabad,Tablet,Learn Data Analyticss
A2735,Data Analytics Course,85,4523,190.32,13,9,10.59,1301.0,11-Jul-24,Hyderabad,Desktop,Data Analyticss Online
A1325,Data Analytics Course,131,4228,230.18,16,9,6.87,1393.0,11-Jul-24,Hyderabad,Desktop,Data Anaytics Training
A1943,Data Analytics Course,115,5472,230.29,26,4,3.48,1275.0,11-Jul-24,Hyderabad,Mobile,Learn Data Analyticss
A1144,Data Analytics Course,134,3724,188.02,26,9,6.72,1891.0,11-Jul-24,Hyderabad,Desktop,Online Data Analytics
A2169,Data Analytics Course,193,5094,205.53,18,3,1.55,1451.0,11-Jul-24,Hyderabad,Mobile,Data Analyticss Online
A1616,Data Analytics Course,179,4236,245.01,23,7,3.91,1822.0,11-Jul-24,Hyderabad,Mobile,Learn Data Analyticss
A1644,Data Analytics Course,123,5000,187.67,25,3,2.44,1351.0,11-Jul-24,Hyderabad,Tablet,Data Analyticss Online
A2155,Data Analytics Course,97,4674,221.39,15,10,10.31,1332.0,11-Jul-24,Hyderabad,Tablet,Data Analyticss Course
A1607,Data Analytics Course,131,5727,218.65,28,4,3.05,1631.0,11-Jul-24,Hyderabad,Mobile,Data Anaytics Training
A3539,Data Analytics Course,143,4701,222.43,29,4,2.8,1953.0,11-Jul-24,Hyderabad,Tablet,Data Analyticss Online
A2181,Data Analytics Course,194,4217,187.34,12,10,5.15,1669.0,11-Jul-24,Hyderabad,Tablet,Data Anaytics Training
A3339,Data Analytics Course,140,3389,183.33,28,6,4.29,1385.0,11-Aug-24,Hyderabad,Mobile,Online Data Analytics
A1675,Data Analytics Course,109,4910,236.2,20,8,7.34,1145.0,11-Aug-24,Hyderabad,Tablet,Data Anaytics Training
A1827,Data Analytics Course,108,5545,209.82,11,8,7.41,1491.0,11-Aug-24,Hyderabad,Mobile,Analyticss For Data
A3156,Data Analytics Course,191,5438,244.1,19,5,2.62,1203.0,11-Aug-24,Hyderabad,Tablet,Learn Data Analyticss
A1541,Data Analytics Course,103,4766,245.34,11,8,7.77,1488.0,11-Aug-24,Hyderabad,Desktop,Analyticss For Data
A1653,Data Analytics Course,102,4308,221.54,13,7,6.86,1096.0,11-Aug-24,Hyderabad,Mobile,Data Analyticss Online
A3282,Data Analytics Course,101,3449,188.39,16,10,9.9,1318.0,11-Aug-24,Hyderabad,Desktop,Online Data Analytics
A1889,Data Analytics Course,195,5265,242.0,10,4,2.05,1699.0,11-Aug-24,Hyderabad,Tablet,Online Data Analytics
A3336,Data Analytics Course,127,4226,184.46,10,9,7.09,1427.0,11-Aug-24,Hyderabad,Desktop,Data Analyticss Course
A1940,Data Analytics Course,142,3431,235.09,19,7,4.93,1334.0,11-Aug-24,Hyderabad,Desktop,Data Analyticss Online
A1864,Data Analytics Course,138,3146,197.89,22,7,5.07,1498.65,11-Aug-24,Hyderabad,Desktop,Learn Data Analyticss
A2568,Data Analytics Course,114,5683,214.42,20,8,7.02,1474.0,11-Aug-24,Hyderabad,Mobile,Learn Data Analyticss
A2960,Data Analytics Course,166,5567,199.13,29,5,3.01,1474.0,11-Aug-24,Hyderabad,Mobile,Learn Data Analyticss
